1,107.74,15.85,59.02,46.71,19.4,66.62
0,107.12,15.4,58.23,46.7,18.64,66.98
1,111.09,15.62,60.48,47.86,18.26,67.49
0,109.88,15.07,60,47.01,17.66,65.21
1,110.31,15.03,60.55,47.56,16.82,65.44
1,110.08,14.9,59.78,47.39,16.86,65.33
0,108.53,14.5,58.65,46.97,16.53,64.34
0,110.98,14.67,59.53,46.98,16.475,63.8
0,111.4,14.28,59.82,47.75,16.46,63.65
0,113.46,14.51,59.97,48.32,16.56,63.8
0,113.65,14.13,60.16,48.24,16.68,64.13
0,113.87,13.94,60.01,48.56,16.95,64.04
1,115.39,13.96,60.61,47.74,16.95,64.55
0,114.31,13.85,60.81,47.74,16.64,65.22
1,117.95,13.97,60.85,48.2,16.71,66.4
1,117.1,13.86,59.94,48.71,16.75,66.26
0,116.81,14.01,60.28,48.79,16.46,65.41
0,116.86,14.08,57.5,49.54,16.45,66.53
0,117.25,14.18,57.47,50.45,16.3,66.16
1,118.18,14.19,57.53,50.61,16.19,66.79
0,117.33,14.5,57.36,50.21,16.17,67.46
1,117.88,14.63,57.12,50.34,16.15,67.41
0,116.79,15.2,56.7,50.23,16.09,66.14
0,117.35,15.48,57.11,49.96,16.09,65.74
1,117.7,15.6,57.89,50.1,16.26,66.16
1,115.02,15.69,57.91,50.23,16.215,67.13
1,114.31,15.62,57.85,50.46,16.19,67.47
1,113.7,15.63,57.74,50.32,16.17,66.88
1,113.4,15.43,57.29,50.69,15.96,66.8
1,113.06,15.68,57.27,51.77,15.7,67.21
1,112.71,15.46,57.405,51.84,15.59,67.28
0,112.46,15.47,57.57,52.43,15.26,67.8
0,113.16,15.46,57.81,51.84,15.38,68.31
1,113.69,15.4,57.88,52.31,15.36,68.56
1,113,15,56.93,52.31,15.01,68.74
0,111.64,15,57.08,52.45,15.4,69.18
1,114.42,15.1,57.87,52.3,15.53,69.79
1,114.35,14.98,57.92,52.15,15.69,71
1,113.85,14.63,57.51,51.37,15.71,69.93
0,113.05,14.64,57.35,51.6,15.74,70.1
1,115.19,14.58,57.27,51.89,15.55,69.68
1,115.12,14.74,57.63,51.89,15.66,69.11
1,113.86,14.19,56.15,51.49,15.64,68.68
1,108.73,14.18,56.39,51.59,15.67,68.83
1,107.51,14.35,56.5,52.05,15.67,69.05
0,102.65,13.85,56,51.75,15.65,68.71
0,104.64,14.52,56.79,53.13,15.91,69.78
0,107.25,14.6,57.63,53.6,15.77,70.75
0,107.83,14.63,57.47,53.5,15.72,70.65
1,107.9,14.54,57.78,53.09,16.05,71.83
1,107.7,14.61,57.67,52.8,15.94,71.88
1,106.14,14.39,57.01,52.14,16.15,71.23
0,105.66,14.34,57.65,52.22,16.21,71.11
0,105.8,14.43,57.98,52.58,15.87,71.05
0,106.62,14.41,58.18,52.36,15.81,70.59
1,107.41,14.37,58.28,52.64,15.61,70.83
0,107.39,13.64,57.88,52.53,15.42,70.24
0,108.565,14.67,57.8,52.55,15.37,70.4
0,108.59,14.43,57.9,52.655,15.26,70.67
1,108.86,14.36,57.6,52.58,15.2,70.15
0,108.77,14.46,57.43,52.89,15.13,70.12
1,109.23,14.52,57.42,52.95,15.11,70.31
0,109.1,14.4,57.54,52.9,15.16,69.45
1,109.63,14.46,57.61,53.5,14.97,69.9
1,108.14,14.31,58.01,53.66,14.97,70.03
0,107.78,14.29,58.03,53.96,14.77,69.88
0,108.52,14.2,58.03,53.81,14.83,70.67
1,108.71,14.28,58.16,53.82,15.16,70.06
1,108.23,14.29,58.17,53.6,15.11,70.67
1,107.52,14.3,58.055,53.64,15.08,71.36
1,106.27,14.24,57.65,53.94,14.75,71.58
1,105.58,14.33,56.8,54,14.48,71.51
0,104.81,14.05,56.68,54.16,14.11,71.32
1,106.05,13.92,56.85,54.45,14.28,71.41
1,104.41,14.06,56.6,55.58,14.52,71
1,104.19,13.91,56.26,54.99,14.56,70.65
0,102.83,13.95,56,55.2,14.57,70.82
1,104.265,14.26,56.61,54.95,14.57,68.5
0,96.82,14.16,56.52,55.85,14.32,68.47
0,98.25,14.1,56.47,56.1,14.31,67.8
0,99.26,14.01,56.08,55.44,14.26,67.32
0,99.83,14.13,55.98,55.53,14.43,67.54
1,100,14.15,56.15,55.58,14.35,68.16
1,99.56,13.93,53.71,55.96,14.06,67.18
0,98.7,13.85,53.7,55.87,13.84,68.66
1,98.92,13.89,53.95,56.05,13.78,67.6
0,97.39,13.89,53.84,55.62,13.73,67.64
1,97.41,13.73,53.56,55.58,13.5,67.64
1,97.17,13.47,52.94,55.75,13.41,66.7
1,96.75,13.17,52.5,55.75,13.29,66.23
1,96.49,13.05,51.73,55.39,13.28,65.42
1,95.7,12.66,51.42,56.1,12.865,64.85
0,94.6,12.26,50.78,56.21,12.52,64.64
0,95.39,12.62,50.83,56.32,12.93,63.72
1,95.49,12.55,51.13,55.85,13.19,64.71
1,94.44,12.27,50.72,55.27,13.37,64.42
1,93.97,11.97,49.91,54.92,13.07,63.19
0,92.9,11.67,48.92,54.76,12.57,61.75
1,93,12.11,49.1,54.06,12.77,62.36
0,92.91,12.41,49.81,54.47,13.05,62.16
0,95.94,12.83,51.28,54.4,13.84,63.31
1,96.25,12.81,51.08,54.23,13.6,63.09
0,94.94,13.13,50.2,53.89,13.615,62.96
0,96,13.28,50.64,54,13.74,64.61
1,96.62,12.98,50.41,53.43,13.38,64.59
0,96.45,12.94,49.52,52.84,13.23,64.28
1,97.82,13.09,49.78,52.97,13.38,64.87
0,97.32,13.01,49.9,52.37,13.56,64.85
1,98.69,13.27,49.58,52.5,13.64,65.28
1,98.53,13.71,51.05,51.86,13.98,65.09
0,98.5,13.78,52,51.64,14.32,65.16
0,99.02,13.69,52.02,51.51,14.35,64.86
1,99.25,13.7,52.24,50.6,14.54,65.11
1,97.99,13.43,51.99,51.06,14.44,65.01
1,97.79,13.47,52.38,50.77,14.46,64.9
0,97.6,13.39,52.64,50.47,14.95,65.28
0,99.02,13.32,52.44,50.87,14.6,65.5
1,99.6,13.12,52.26,50.88,15.03,65.75
0,99.44,13.02,51.92,50.39,14.76,65.34
1,99.68,12.5,51.93,49.85,14.98,65.38
1,98.67,12.24,51.92,49.63,14.83,65.68
1,97.22,11.68,50.7,49.36,14.6,64
1,95.87,11.66,50.6,49.66,14.54,63.5
0,94.64,11.48,50.48,49.8,14.64,63.41
1,94.64,11.47,50.47,50,14.595,62.84
0,94.16,11.58,50.48,50.92,14.02,62.3
1,94.55,11.59,51.72,51.2,13.89,63.73
1,92.39,11.53,50.8,50.77,13.82,63.52
0,90,11.53,51.44,51.41,14.15,64.09
0,92.72,11.78,51.2,51.22,14.3,63.76
1,93.48,11.62,51.13,51.48,14.25,64.43
1,93.33,11.48,50.33,51.38,14.08,64.33
0,93,11.58,50.49,51.22,14.08,64.03
0,93.37,11.4,49.92,50.91,13.83,63.17
0,94,11.67,49.87,50.99,14.15,62.69
1,95.2,11.65,49.84,50.48,14.09,61.95
1,94.2,12.05,50.34,51.11,14.51,62.09
0,93.965,12.26,50,51.22,14.58,61.74
0,93.99,12.49,49.35,50.95,14.73,62.58
1,97.61,12.74,50.62,51.3,14.92,63.59
0,96,12.66,51.48,50.46,15.02,65.09
0,103.91,12.59,52.26,50.98,15.02,64.21
0,105,12.55,51.78,50.53,15.02,63.75
0,105.01,12.52,51.91,50.15,14.865,63.7
1,106.93,12.78,55.8,50.56,14.98,63.98
0,106.64,12.82,56.29,52.15,14.56,64.13
0,107.88,12.7,56.63,51.8,14.26,64.3
0,108.89,12.48,55.49,51.37,13.85,64.03
1,112.11,12.57,55.3,51.28,14.27,63.82
1,111.62,12.56,55.22,51.28,13.71,63.37
1,110.8,12.34,55.12,52.07,13.55,63.44
1,109.34,12.2,54.37,51.66,13,63.65
1,108.97,12.1,54.49,52.36,12.92,64.17
0,108.91,12.09,54.67,52.2,13.03,64.4
0,109.95,12.21,54.87,52.52,13.15,64.68
1,110.23,12.03,54.36,53.616,13.2,64.81
0,109.51,12.1,55.19,54.38,13.3,65.15
1,110.42,12.24,55.43,54.03,13.54,66.39
0,108.78,12.21,55.05,53.32,13.47,66.12
1,109.72,12.3,54.95,54.01,13.49,65.39
1,108.65,12.34,54.93,54.17,13.49,66.03
0,104.89,12.03,53.66,53.51,13.54,64.67
1,106,12.06,54.21,53.56,13.73,64.34
0,105.47,11.98,53.84,52.74,13.41,65.35
1,106.48,12.24,54.11,53.13,13.77,64.61
0,105.25,12.09,53.61,53.42,13.67,64.1
0,105.93,12.14,53.25,53.19,13.8,64.25
1,106.34,11.78,54.92,53.81,13.68,65.87
1,105.52,11.62,54.21,53.28,13.22,66.64
1,104.61,11.41,53.45,52.67,13.51,66.5
1,103.96,11.43,52.75,52.24,13.51,66.57
0,101.91,11.63,52.71,52.55,13.72,65.71
1,102.24,11.52,53,52.65,13.44,65.48
1,101.41,11.39,52.93,52.55,13.23,64.8
1,101.31,11.09,51.89,52.55,13.17,65.41
0,100.78,11.2,50.8,52.05,13.4,63.86
1,102.39,10.99,51.56,51.53,13.45,64.77
1,102.37,11.15,52.4,51.75,13.76,65.25
1,100.58,10.97,52.97,52.14,13.38,64.56
1,100.51,10.93,52.41,51.37,13.2,64.99
1,97.65,10.84,50.97,50.99,12.64,63.82
0,96.86,10.64,51.35,50.86,12.7,63.96
1,97.2,10.44,52.6,51.15,12.49,64.73
1,96.05,10.16,51.73,50.9,12.14,63.88
0,93.98,10.28,50.69,50.27,11.96,62.25
1,96.4,10.61,52.34,50.97,12.47,64.47
1,96.31,10.44,52.28,51.02,12.38,64.17
0,96,10.49,51.97,50.74,12.22,62.53
1,98.84,10.13,52.33,50.12,12.71,63.19
1,96.67,9.88,51.49,50.41,12.57,61.89
1,95.02,9.56,50.9,50.24,12.38,62.55
1,94.19,9.09,50.25,49.54,11.48,61.46
0,93.79,9.14,48.68,49.6,11.46,59.33
1,95.92,9.24,49.89,50.19,12.42,61.93
1,94.29,9.29,49.02,50.06,11.99,59.97
0,93.13,9.76,49.55,50.6,12.67,58.65
1,96.52,9.83,51.94,50.32,13.32,60.28
1,95.86,9.6,52.1,50.37,12.89,61.73
0,95,9.81,53.25,50.25,13.28,62.54
0,95.42,9.83,54.17,50.61,13.74,61
1,96.47,9.65,54.88,49.94,14.05,61.96
1,94.79,9.58,54.73,49.39,13.66,59.45
0,93.79,9.75,51.86,49.06,13.59,57.98
0,96.04,9.64,52.01,48.29,13.2,58.74
0,99.93,9.54,51.79,47.13,13.07,57.09
1,101.52,9.79,51.94,47.08,13.54,57.54
1,98.63,10.13,51.41,46.41,13.65,56.66
1,97.06,9.61,51,45,13.67,56.35
0,95.1,9.55,49.98,44.38,13.79,56.49
1,98.41,10.27,51.48,44.74,14.69,57.21
0,96.2,10.18,51.31,44.04,14.41,55.83
0,97.96,10.6,52,44.22,15.01,56.09
0,100.32,10.83,53.8,45.11,15.47,57.77
1,100.55,10.76,52.76,45.24,15.54,57.89
1,98.97,10.66,52.51,45.11,15.26,56.53
0,98.55,10.83,52.37,45.66,15.94,57.47
0,98.68,11.05,52.7,45.12,15.73,56.37
0,100.56,11.52,54.32,45.49,16.19,56.69
1,105.75,11.65,54.93,46.2,16.52,56.59
0,102.61,11.58,54.32,45.67,16.45,56.9
0,107.01,11.83,56.04,46.52,17.01,58.77
1,108.58,11.91,56.47,47.2,17.2,59.29
0,106.96,11.67,56.29,46.98,17.25,59.54
0,107.59,11.7,55.35,46.62,17.22,58.03
1,109,11.75,55.86,46.91,17.32,58.05
0,107.27,11.75,55.7,46.51,17.16,58.34
1,107.4,11.4,54.99,46.2,17.05,56.85
0,107.28,11.6,54.88,45.73,16.98,56.49
0,108.91,11.83,55.77,45.9,17.19,56.05
1,112.02,12.28,56.36,46.49,17.8,56.81
0,111.07,12.27,55.54,45.93,17.65,57.1
0,111.94,12.22,55.66,45.52,17.02,56.56
0,112.18,12.3,54.33,44.84,16.76,54.81
0,115.19,12.14,54.71,44.995,16.97,55.11
0,116.04,12.12,55.39,45.47,17.15,56.26
1,117.64,12.08,55.37,45.58,17.11,58.07
0,117.52,11.92,55.47,45.67,17.39,57.04
1,118.98,12.21,55.79,45.46,17.79,58.7
0,115.29,12.15,54.12,44.74,17.44,56.98
0,116.55,11.97,55.49,44.88,17.68,58.71
0,117.05,12.61,55.32,45.45,17.88,58.93
1,118.75,12.63,54.41,45.51,17.52,58.89
0,117.99,12.58,54.54,45.25,17.48,58.94
0,118.29,12.54,53.8,44.84,17.46,58.62
1,119.21,13.17,54.09,45.11,17.51,58.49
0,117.33,14.07,53.92,44.75,17.26,58.62
1,119.27,14.31,54.25,45.31,17.62,59.79
1,119.2,13.84,54.25,45.96,17.81,59.36
1,117.64,13.67,53.99,45.44,17.78,58.28
1,115.76,13.43,53,45.08,17.43,57.59
1,114.92,13.41,53.17,45.01,17.5,57.12
0,111.38,13.15,53.08,44.26,17.13,56.41
0,115.2,13.36,53.07,44.73,17.13,57.34
0,116.26,13.79,53.48,45.02,17.58,57.97
0,116.37,14.13,53.7,45.36,17.99,58.49
0,116.9,13.87,54.07,45.27,17.63,57.47
0,120.96,14.25,54.55,45.53,18.03,58.11
0,121.11,13.96,54.085,45.99,17.84,58.69
0,121.85,14.21,54.49,46.2,17.03,58.15
1,123.13,14.25,54.18,46.58,17.3,59.25
1,120.79,13.73,52.93,46.7,17.01,59.78
0,119.87,12.47,52.85,47.02,16.9,58.25
1,120.99,12.544,53.32,46.43,17.18,59.25
1,118.7,12.7799,53.54,46.49,17.16,59.02
1,116.93,12.729,53.54,46.44,16.45,58.97
0,115.4,12.914,53.99,46.19,16.4,58.16
1,118.08,13.3858,52.53,46.32,16.52,58.93
1,116.7,13.4043,52.3,46.14,16.29,59.12
1,114.33,13.1176,47.53,44.98,16,55.33
1,114,13.2239,47.92,45.44,16.26,56.05
1,111.34,13.3303,47.44,44.92,16.16,55.39
0,110.8,13.2286,47.42,44.48,16,54.77
1,111.78,13.3581,47.02,44.92,16.285,55
0,110.93,13.4321,47.01,44.24,15.81,53.82
1,111.29,13.4737,46.65,44.26,15.77,53.76
0,110.82,13.4228,46.56,44.14,15.45,53.81
1,112.73,13.5107,46.98,44.18,15.6,53.18
0,110,13.4783,47.45,44.28,15.75,53.82
0,110.19,12.9464,46.56,43.68,15.72,53.16
1,111.74,13.0019,47.1,43.78,15.78,53.75
1,110.63,12.5579,46.33,44,15.68,53.59
1,109.88,12.1879,45.745,43.24,15.45,53.11
0,108.01,11.5681,44.27,42.55,15.08,51.67
0,109.07,11.8039,44.75,43.49,15.52,53.46
0,110.17,11.5958,43.88,43.83,15.55,52.43
0,112.83,11.3229,43.37,43.78,15.5,52.03
0,113.85,11.3275,43.83,44.01,15.79,53.3
1,116.44,11.7531,44.48,44.32,15.88,52.45
0,113.25,11.6467,43.45,43.79,15.535,51.61
1,113.63,11.8641,43.93,44.36,15.6,51
0,113.38,11.9751,43.38,44.43,15.49,50.49
1,113.67,12.1092,43.62,44.62,15.67,50.86
0,112.21,12.7198,43.5,45.16,15.68,50.15
0,115.66,12.8493,44.29,45.4,16.29,51.84
1,116.25,12.8354,43.97,46.44,16.35,51.49
0,115.93,12.47,43.19,45.92,16.04,51.72
1,116.58,12.5764,43.43,45.78,15.97,51.76
1,111.79,12.5718,43.14,45.44,15.99,51.18
0,110.27,12.5764,43.12,45.37,15.87,50.89
1,113.76,12.9002,44.21,46.25,16.37,52.41
1,111.65,12.6874,43.3,45.58,15.96,51.06
0,108.97,12.6828,42.81,45.35,15.79,50.69
1,112.49,12.9649,43.41,45.63,15.97,50.99
1,110.23,13.0204,42.36,45.5,15.82,50.63
0,110.15,12.6689,42.17,45.09,15.95,50.09
0,112.03,12.8632,43.56,45.95,16.33,51.13
0,112.17,12.8123,43.4,46.06,16.4,51.11
1,112.23,12.6689,43.23,45.78,16.38,50.24
0,107.085,12.1925,42.01,44.38,15.81,50.13
1,111.11,12.5718,42.565,45.76,16.2,50.88
0,94.87,11.8456,40.45,44.35,15.02,49.08
0,110.43,12.4654,45.3,46.45,16.195,52.65
0,114.08,12.7244,46.07,47.05,17.19,53.46
0,116.1,13.0389,46.78,47.39,17.55,54.06
1,116.43,13.1129,46.84,47.56,17.72,54.28
1,116.04,13.1823,46.81,47.28,17.61,54.05
0,114.32,13.1592,46.53,47.62,17.57,53.63
1,116.04,13.4136,47.06,47.77,17.56,53.08
0,112.53,13.4552,46.19,47.3,17.62,52.76
1,117.81,13.8484,46.82,47.54,17.85,53.32
1,116.53,13.631,46.95,46.52,17.87,53.34
0,114.58,13.8854,46.39,46.57,17.92,52.53
1,115.97,14.0611,47.71,46.59,17.91,52.72
0,112.95,13.8854,47.98,46.9,17.93,51.58
0,117.42,13.8992,46.75,47.02,17.79,51.1
0,121.5,14.149,46.98,47.18,17.91,50.69
1,122.6,14.2045,47.29,46.85,18.03,51.58
0,122.32,13.9779,46.26,46.66,18.2,50.89
0,123.15,13.9779,45.4,46,17.95,50.58
1,123.38,14.112,45.58,45.99,17.79,51.31
0,123.09,14.1028,45.94,45.94,17.66,51.76
0,125.32,14.4219,45.91,46.44,18.2,51.65
1,126.2,14.3479,45.27,46.46,18.39,50.89
0,121.99,14.0704,45.44,46.79,18.03,50.97
1,132.85,13.9455,46.78,46.98,18.11,51.75
1,130.97,14.0611,46.65,47.63,18.15,51.79
1,129.08,14.0334,46.55,47.78,17.96,51.72
1,127.74,14.1675,46.01,47.48,17.91,51.56
0,125.72,14.1305,45.68,47.48,17.53,51.06
1,126.04,14.186,45.45,47.19,16.93,50.67
1,125.03,14.3109,44.975,47.38,16.97,50.97
0,121.94,14.2461,45.01,46.84,16.795,50.17
0,123.85,14.2138,44.75,47.01,16.53,48.64
0,124.48,14.1028,44.44,46.58,16.42,48.57
1,125.89,14.1166,44.34,47.22,16.9,48.69
0,124.94,14.0519,43.96,47.06,16.78,49.08
0,126.43,14.1999,44.48,47.23,17.16,49.08
1,126.9,14.0288,44.46,46.64,17.25,48.8
1,125.57,13.9085,44.71,47.14,17.08,48.87
0,125.46,14.0288,45.04,47.28,17.13,49.31
0,127.67,14.1444,45.65,47.59,17.48,50.02
1,128.86,14.6671,46.03,47.63,17.57,49.88
0,127.21,14.593,45.67,47.6,17.53,50.48
0,127.48,14.7503,46.13,47.86,17.56,50.78
0,127.49,14.7827,46.33,47.63,17.36,50.63
1,127.71,14.7827,46.79,47.65,17.28,50.89
0,127.23,14.9168,46.22,47.42,17.35,51.37
1,127.72,14.6624,45.73,47.5,17.59,50.6
1,127.03,14.6717,45.35,46.99,17.46,50.3
0,126.1,14.9261,45.45,47.14,17.33,50.44
0,128.185,15.0232,46.22,47.75,17.45,51.04
1,129.18,15.236,46.66,47.61,17.62,50.96
1,127.92,15.1065,45.79,47.56,17.39,50.17
0,126.7,15.1065,45.76,47.47,17.05,50.15
0,128.9,15.1573,46.3,47.25,17.27,50.58
0,129.5,15.4164,46.31,47.96,17.04,51.31
0,129.58,15.5135,46.79,47.88,16.87,51.76
1,130.66,15.7309,47.37,49.15,16.79,51.82
0,129.86,15.569,46.93,49.22,16.52,51.53
0,131.2,15.4534,47.06,49.44,16.58,52.05
0,131.23,15.5505,47.43,49.5,16.66,52.29
1,131.86,15.5921,47.5,49.47,16.72,51.73
0,130.34,15.5551,46.82,49.45,16.56,51.99
1,132.6,15.9437,46.83,49.58,16.73,52.5
1,131.6,15.8511,47.3,49.76,16.72,52.14
1,130.07,15.31,47.28,49.68,16.71,51.72
0,130,15.4534,47.39,49.57,16.78,52.2
1,130.69,15.3747,47.56,49.53,16.59,52.38
0,128.38,15.4904,47.98,49.78,16.31,51.23
1,129.07,15.5412,48.87,50.01,16.52,51.62
1,127.41,15.4996,48.03,49.9,16.53,51.08
1,126.15,15.2683,48.19,49.64,16.44,50.49
0,125.6,15.4117,46.85,49.4,16.46,50.66
1,127.39,15.4487,47.55,50.14,16.45,50.63
1,126.68,15.347,47.55,50.19,16.32,50.28
0,124.77,15.0093,46.27,49.6,16.23,48.93
0,126.56,15.3516,47.57,50.07,16.36,49.43
0,128.15,15.4672,47.82,50.69,16.42,49.54
1,129.5,15.6338,48.37,50.42,16.14,49.22
0,126.1,15.3562,48.58,50.75,16,48.84
0,127.5,15.4071,48.7,50.47,16,48.89
0,130.16,15.3285,48.72,50.45,15.6,49.34
1,134.455,15.3516,47.78,50.34,15.58,48.29
1,132.31,15.4441,47.23,50,15.63,48.63
1,130.49,15.6106,45.66,49.94,15.71,49.35
1,128.3,15.3562,42.89,49.62,15.72,48.72
0,126.99,15.4025,42.67,49.46,15.55,48.75
1,128.1,15.4904,43,48.97,15.6,48.38
1,125.57,15.0926,41.73,49.15,15.62,48.68
0,125.55,15.0602,41.67,48.98,15.71,49.58
0,126.28,15.2406,41.95,49.26,15.64,49.43
0,126.41,15.1388,41.76,49.15,15.7,49.7
0,127,15.1203,41.8,49.2,15.88,50.22
1,128.37,14.8521,41.4,49.27,15.78,50.47
1,125.95,14.6439,41.63,49.04,15.69,50.11
0,125.85,14.593,41.25,48.91,15.63,49.86
0,125.85,14.5699,41.46,48.75,15.51,49.97
1,127.64,14.6763,41.61,49.81,15.53,50.68
0,124.47,14.371,40.34,49.54,15.39,49.62
1,125.03,14.4774,40.66,48.89,15.43,50.41
0,124.82,14.7318,40.6,48.45,15.42,50.64
1,126.09,14.4728,40.78,49.09,15.5,50.63
0,124.05,14.7457,41.1,48.73,15.42,49.83
1,124.57,14.8983,41.12,48.48,15.48,49.38
0,122.76,14.7596,41.22,48.62,15.385,49.01
0,126.54,15.458,42.92,49.38,15.63,50.11
1,127.23,15.458,42.78,49.54,15.73,50.21
0,127.12,15.4025,42.88,49.78,15.82,50.4
0,128.25,15.199,42.56,49.34,15.695,50.61
1,128.75,15.236,42.26,49.23,15.96,49.35
1,127,14.9677,41.43,48.75,16.01,50.63
1,125.9,14.9307,41.37,49.01,16.07,50.55
0,123.88,14.9862,41.47,48.96,16.11,50.62
1,124.4,15.0741,40.7,48.5,16.08,50.06
0,122.31,14.63,41.33,47.94,16.05,49.45
0,124.75,15.2545,42.31,47.57,15.92,49.6
0,126.41,15.3609,42.35,48.11,16.04,50.31
0,127.96,15.2776,42.19,48.26,16.31,50.26
0,128.4,15.6338,43,48.49,16.41,50.66
0,128.58,15.8558,43.07,49.18,15.92,51.04
